[2024-03-21 12:44:23] [world] The Player <Dave_TheCoolGuy> has died with 7 level(s) at X= -679, Y= 59, Z= 312 | caused by Player | Char
[2024-03-21 12:46:42] [world] The Player <dhar> has died with 5 level(s) at X= -681, Y= 72, Z= 315 | caused by Player | NezukoChan
[2024-03-21 12:47:25] [world] The Player <General_Rihan> has died with 18 level(s) at X= -10170, Y= 65, Z= 4119 | caused by FIRE_TICK | 
[2024-03-21 12:47:38] [world] The Player <NezukoChan> has died with 14 level(s) at X= -673, Y= 72, Z= 315 | caused by Player | dhar
[2024-03-21 12:47:47] [world] The Player <General_Rihan> has died with 18 level(s) at X= -572, Y= 69, Z= 318 | caused by Player | NezukoChan
[2024-03-21 12:47:52] [world] The Player <NezukoChan> has died with 14 level(s) at X= -668, Y= 71, Z= 310 | caused by Player | digbick
[2024-03-21 12:48:02] [world] The Player <hi_> has died with 15 level(s) at X= 2, Y= -226, Z= 1 | caused by VOID | 
[2024-03-21 12:48:19] [world] The Player <hi_> has died with 15 level(s) at X= 2, Y= -273, Z= 1 | caused by VOID | 
[2024-03-21 12:48:22] [world] The Player <dhar> has died with 5 level(s) at X= -680, Y= 72, Z= 315 | caused by Player | NezukoChan
[2024-03-21 12:48:39] [world] The Player <hi_> has died with 15 level(s) at X= 2, Y= -322, Z= 1 | caused by VOID | 
[2024-03-21 12:48:44] [world] The Player <dhar> has died with 5 level(s) at X= -684, Y= 71, Z= 313 | caused by Player | NezukoChan
[2024-03-21 12:48:49] [world] The Player <Tester> has died with 17 level(s) at X= -684, Y= 72, Z= 309 | caused by FALL | 
[2024-03-21 12:49:00] [world] The Player <NezukoChan> has died with 14 level(s) at X= -676, Y= 72, Z= 305 | caused by Player | dhar
[2024-03-21 12:49:02] [world] The Player <dhar> has died with 5 level(s) at X= -674, Y= 72, Z= 305 | caused by Player | Tester
[2024-03-21 12:49:11] [world] The Player <Dave_TheCoolGuy> has died with 10 level(s) at X= -677, Y= 73, Z= 294 | caused by FIRE_TICK | 
[2024-03-21 12:49:12] [world] The Player <character> has died with 19 level(s) at X= -369, Y= 86, Z= -58 | caused by DROWNING | 
[2024-03-21 12:49:28] [world] The Player <Dave_TheCoolGuy> has died with 10 level(s) at X= -676, Y= 73, Z= 275 | caused by Player | Tester
[2024-03-21 12:49:30] [world] The Player <dhar> has died with 5 level(s) at X= -674, Y= 72, Z= 303 | caused by FIRE_TICK | 
[2024-03-21 12:49:40] [world] The Player <Tester> has died with 17 level(s) at X= -683, Y= 72, Z= 304 | caused by FALL | 
[2024-03-21 12:49:49] [world] The Player <NezukoChan> has died with 14 level(s) at X= -572, Y= 68, Z= 316 | caused by Player | WienerDogFace
[2024-03-21 12:50:17] [world] The Player <General_Rihan> has died with 18 level(s) at X= -10162, Y= 64, Z= 4119 | caused by Player | Tester
[2024-03-21 12:50:53] [world] The Player <Bobuz> has died with 3 level(s) at X= -369, Y= 86, Z= -58 | caused by DROWNING | 
[2024-03-21 12:50:56] [world] The Player <Dave_TheCoolGuy> has died with 10 level(s) at X= -679, Y= 72, Z= 314 | caused by FALL | 
[2024-03-21 12:51:48] [world] The Player <dick_slap> has died with 9 level(s) at X= -884, Y= 86, Z= 254 | caused by CONTACT | 
[2024-03-21 12:59:01] [world] The Player <kirbo> has died with 10 level(s) at X= -587, Y= 68, Z= 317 | caused by Player | Char
[2024-03-21 13:30:54] [world_nether] The Player <hexa> has died with 30 level(s) at X= -135, Y= 67, Z= -84 | caused by FIRE | 
[2024-03-21 13:32:33] [world] The Player <hi_> has died with 10 level(s) at X= -573, Y= 64, Z= 382 | caused by Player | Tester
[2024-03-21 13:37:14] [world] The Player <hi_> has died with 10 level(s) at X= -554, Y= 65, Z= 327 | caused by Player | hexa
[2024-03-21 13:37:31] [world] The Player <hi_> has died with 10 level(s) at X= -573, Y= 68, Z= 316 | caused by Player | hexa
[2024-03-21 13:37:37] [world] The Player <hi_> has died with 10 level(s) at X= -575, Y= 69, Z= 314 | caused by Player | hexa
[2024-03-21 13:37:44] [world] The Player <hi_> has died with 10 level(s) at X= -572, Y= 68, Z= 316 | caused by Player | hexa
[2024-03-21 13:37:46] [world] The Player <hi_> has died with 10 level(s) at X= -573, Y= 68, Z= 316 | caused by Player | hexa
[2024-03-21 13:37:56] [world] The Player <hi_> has died with 10 level(s) at X= -565, Y= 69, Z= 326 | caused by Player | hexa
[2024-03-21 13:38:03] [world] The Player <hi_> has died with 10 level(s) at X= -573, Y= 68, Z= 316 | caused by Player | hexa
[2024-03-21 13:38:11] [world] The Player <hi_> has died with 10 level(s) at X= -573, Y= 68, Z= 316 | caused by Player | hexa
[2024-03-21 13:38:14] [world] The Player <hi_> has died with 10 level(s) at X= -573, Y= 68, Z= 316 | caused by Player | hexa
[2024-03-21 13:40:09] [world_the_end] The Player <hi_> has died with 10 level(s) at X= 15, Y= 59, Z= 12 | caused by Player | I_am_amazing
[2024-03-21 13:46:49] [world] The Player <Clownpierce> has died with 5 level(s) at X= -916, Y= 69, Z= 252 | caused by CONTACT | 
[2024-03-21 13:46:56] [world] The Player <WienerDogFace> has died with 18 level(s) at X= -585, Y= 68, Z= 351 | caused by Player | I_am_amazing
[2024-03-21 13:47:03] [world] The Player <Clownpierce> has died with 5 level(s) at X= -569, Y= 70, Z= 321 | caused by Player | WienerDogFace
[2024-03-21 13:47:13] [world] The Player <Clownpierce> has died with 5 level(s) at X= -585, Y= 68, Z= 328 | caused by Player | WienerDogFace
[2024-03-21 13:47:32] [world] The Player <Clownpierce> has died with 5 level(s) at X= -604, Y= 68, Z= 358 | caused by Player | I_am_amazing
[2024-03-21 13:47:40] [world] The Player <WienerDogFace> has died with 18 level(s) at X= -605, Y= 68, Z= 346 | caused by Player | I_am_amazing
[2024-03-21 13:47:45] [world] The Player <Clownpierce> has died with 5 level(s) at X= -576, Y= 69, Z= 318 | caused by Player | WienerDogFace
[2024-03-21 13:47:49] [world] The Player <Clownpierce> has died with 5 level(s) at X= -572, Y= 69, Z= 315 | caused by Player | WienerDogFace
[2024-03-21 13:48:31] [world] The Player <Clownpierce> has died with 5 level(s) at X= -593, Y= 68, Z= 357 | caused by Player | WienerDogFace
[2024-03-21 13:48:41] [world] The Player <WienerDogFace> has died with 18 level(s) at X= -577, Y= 61, Z= 378 | caused by Player | I_am_amazing
[2024-03-21 13:49:12] [world] The Player <Brycethelegend_> has died with 13 level(s) at X= -538, Y= 68, Z= 241 | caused by FALL | 
[2024-03-21 13:50:06] [world] The Player <Tester> has died with 19 level(s) at X= -596, Y= 68, Z= 325 | caused by Player | WienerDogFace
[2024-03-21 13:50:22] [world] The Player <Tester> has died with 19 level(s) at X= -10178, Y= 63, Z= 4114 | caused by Player | hexa
[2024-03-21 13:50:29] [world] The Player <Tester> has died with 19 level(s) at X= -10179, Y= 63, Z= 4115 | caused by Player | hexa
[2024-03-21 13:51:17] [world] The Player <Tester> has died with 19 level(s) at X= -10157, Y= 63, Z= 4110 | caused by Player | hexa
[2024-03-21 13:51:24] [world] The Player <hexa> has died with 26 level(s) at X= -10161, Y= 63, Z= 4113 | caused by Player | Tester
[2024-03-21 13:52:24] [world] The Player <hexa> has died with 26 level(s) at X= -10171, Y= 64, Z= 4121 | caused by Player | Tester
[2024-03-21 13:57:18] [world] The Player <Clownpierce> has died with 5 level(s) at X= -10216, Y= 66, Z= 4105 | caused by Player | NezukoChan
[2024-03-21 13:57:51] [world] The Player <Heinrich_Himmler> has died with 22 level(s) at X= -578, Y= 69, Z= 319 | caused by Player | Clownpierce
[2024-03-21 13:58:52] [world_the_end] The Player <theproman3387> has died with 16 level(s) at X= 68, Y= 57, Z= 44 | caused by ENTITY_ATTACK | 
[2024-03-21 13:59:02] [world_the_end] The Player <Heinrich_Himmler> has died with 22 level(s) at X= -169, Y= 57, Z= 38 | caused by FALL | 
[2024-03-21 14:00:55] [world_the_end] The Player <Heinrich_Himmler> has died with 22 level(s) at X= -165, Y= 57, Z= 43 | caused by Player | Tester
[2024-03-21 14:01:27] [world_the_end] The Player <Tester> has died with 20 level(s) at X= -168, Y= 61, Z= 44 | caused by FALL | 
[2024-03-21 14:01:37] [world] The Player <A_Random_Person> has died with 28 level(s) at X= -1534, Y= 51, Z= -118 | caused by Player | hi_
[2024-03-21 14:01:54] [world_the_end] The Player <Heinrich_Himmler> has died with 22 level(s) at X= -166, Y= 61, Z= 45 | caused by Player | Tester
[2024-03-21 14:02:06] [world] The Player <digbick> has died with 20 level(s) at X= -674, Y= 54, Z= 313 | caused by Player | NezukoChan
[2024-03-21 14:02:15] [world_nether] The Player <Brycethelegend_> has died with 13 level(s) at X= -12, Y= 30, Z= 9 | caused by LAVA | 
[2024-03-21 14:02:21] [world] The Player <NezukoChan> has died with 11 level(s) at X= -685, Y= 65, Z= 313 | caused by Player | digbick
[2024-03-21 14:04:01] [world] The Player <digbick> has died with 20 level(s) at X= -689, Y= 71, Z= 316 | caused by Player | NezukoChan
[2024-03-21 17:45:43] [world] The Player <Heinrich_Himmler> has died with 22 level(s) at X= -265, Y= 10, Z= 241 | caused by LAVA | 
[2024-03-21 19:23:32] [world] The Player <astronomy> has died with 23 level(s) at X= 1789, Y= 12, Z= 255 | caused by PROJECTILE | 
[2024-03-21 19:30:28] [world] The Player <Dave_TheCoolGuy> has died with 10 level(s) at X= -685, Y= 72, Z= 325 | caused by LIGHTNING | 
[2024-03-21 19:30:43] [world] The Player <Dave_TheCoolGuy> has died with 10 level(s) at X= -684, Y= 74, Z= 316 | caused by FALL | 
[2024-03-21 19:30:49] [world] The Player <Dave_TheCoolGuy> has died with 10 level(s) at X= -686, Y= 72, Z= 300 | caused by FALL | 
[2024-03-21 19:31:26] [world] The Player <Dave_TheCoolGuy> has died with 10 level(s) at X= -688, Y= 71, Z= 305 | caused by Player | Corner1
[2024-03-21 19:32:40] [world] The Player <Dave_TheCoolGuy> has died with 10 level(s) at X= -707, Y= 69, Z= 288 | caused by Player | Char
[2024-03-21 19:32:52] [world] The Player <Dave_TheCoolGuy> has died with 10 level(s) at X= -690, Y= 71, Z= 303 | caused by Player | Corner1
[2024-03-21 19:33:09] [world] The Player <Dave_TheCoolGuy> has died with 11 level(s) at X= -690, Y= 74, Z= 306 | caused by Player | Corner1
[2024-03-21 19:33:22] [world] The Player <hi_> has died with 13 level(s) at X= -1153, Y= 65, Z= -440 | caused by Player | astronomy
[2024-03-21 19:33:35] [world] The Player <Dave_TheCoolGuy> has died with 11 level(s) at X= -685, Y= 72, Z= 297 | caused by LIGHTNING | 
[2024-03-21 19:33:56] [world] The Player <Dave_TheCoolGuy> has died with 12 level(s) at X= -689, Y= 71, Z= 301 | caused by Player | Corner1
[2024-03-21 19:36:04] [world] The Player <Dave_TheCoolGuy> has died with 12 level(s) at X= -656, Y= 68, Z= 316 | caused by VOID | 
[2024-03-21 19:38:59] [world] The Player <Dave_TheCoolGuy> has died with 12 level(s) at X= -686, Y= 71, Z= 304 | caused by LIGHTNING | 
