[2024-03-20 14:17:14] [world] The Player <qwerty> has died with 19 level(s) at X= -461, Y= 65, Z= -631 | caused by FIRE_TICK | 
[2024-03-20 14:17:29] [world] The Player <Rip_Dogwater> has died with 53 level(s) at X= -451, Y= 64, Z= -625 | caused by Player | qwerty
[2024-03-20 14:17:51] [world] The Player <qwerty> has died with 19 level(s) at X= -465, Y= 68, Z= -589 | caused by Player | Rip_Dogwater
[2024-03-20 14:18:43] [world] The Player <qwerty> has died with 19 level(s) at X= -451, Y= 64, Z= -621 | caused by Player | Rip_Dogwater
[2024-03-20 14:20:40] [world] The Player <Pog4lifepeople> has died with 16 level(s) at X= -589, Y= 68, Z= 246 | caused by Player | MrBlob2U
[2024-03-20 14:22:12] [world] The Player <shaved_monkey> has died with 0 level(s) at X= -585, Y= 70, Z= 215 | caused by DROWNING | 
[2024-03-20 14:22:41] [world] The Player <MrBlob2U> has died with 27 level(s) at X= -584, Y= 76, Z= 217 | caused by FALL | 
[2024-03-20 14:22:58] [world] The Player <Rip_Dogwater> has died with 53 level(s) at X= -446, Y= 65, Z= -611 | caused by Player | qwerty
[2024-03-20 14:23:41] [world] The Player <shaved_monkey> has died with 0 level(s) at X= -585, Y= 70, Z= 215 | caused by DROWNING | 
[2024-03-20 14:24:09] [world] The Player <proman50> has died with 13 level(s) at X= -613, Y= 51, Z= 203 | caused by FALL | 
[2024-03-20 14:24:43] [world] The Player <proman50> has died with 13 level(s) at X= -605, Y= 64, Z= 214 | caused by Player | MrBlob2U
[2024-03-20 14:24:54] [world] The Player <MrBlob2U> has died with 27 level(s) at X= -585, Y= 71, Z= 215 | caused by FALL | 
[2024-03-20 14:28:04] [world_the_end] The Player <MrBlob2U> has died with 27 level(s) at X= -167, Y= -161, Z= 38 | caused by VOID | 
[2024-03-20 14:28:04] [world] The Player <proman50> has died with 13 level(s) at X= -461, Y= 61, Z= 315 | caused by SUFFOCATION | 
[2024-03-20 14:28:57] [world] The Player <character> has died with 23 level(s) at X= -269, Y= 64, Z= -643 | caused by FALL | 
[2024-03-20 14:30:09] [world] The Player <astronomy> has died with 10 level(s) at X= 1806, Y= 37, Z= 289 | caused by LAVA | 
[2024-03-20 14:30:35] [world_the_end] The Player <proman50> has died with 13 level(s) at X= 79, Y= 59, Z= 2 | caused by ENTITY_ATTACK | 
[2024-03-20 14:30:41] [world_nether] The Player <shaved_monkey> has died with 0 level(s) at X= -40, Y= 37, Z= 17 | caused by FALL | 
[2024-03-20 14:31:40] [world_the_end] The Player <proman50> has died with 13 level(s) at X= 33, Y= -193, Z= 97 | caused by VOID | 
[2024-03-20 14:32:24] [world_the_end] The Player <proman50> has died with 13 level(s) at X= 44, Y= 1, Z= 138 | caused by FALL | 
[2024-03-20 14:33:04] [world_the_end] The Player <MrBlob2U> has died with 27 level(s) at X= -168, Y= 105, Z= 38 | caused by FALL | 
[2024-03-20 14:34:00] [world_the_end] The Player <MrBlob2U> has died with 27 level(s) at X= -167, Y= 104, Z= 39 | caused by Player | Corner1
[2024-03-20 14:35:31] [world_the_end] The Player <proman50> has died with 13 level(s) at X= 44, Y= 1, Z= 139 | caused by FALL | 
[2024-03-20 14:36:55] [world_the_end] The Player <MrBlob2U> has died with 27 level(s) at X= -166, Y= 100, Z= 41 | caused by ENTITY_ATTACK | 
[2024-03-20 14:37:46] [world_the_end] The Player <MrBlob2U> has died with 27 level(s) at X= -164, Y= 101, Z= 42 | caused by ENTITY_ATTACK | 
[2024-03-20 14:38:04] [world_the_end] The Player <MrBlob2U> has died with 27 level(s) at X= -171, Y= 101, Z= 47 | caused by ENTITY_ATTACK | 
[2024-03-20 14:38:04] [world] The Player <qwerty> has died with 19 level(s) at X= -657, Y= 73, Z= -783 | caused by FALL | 
[2024-03-20 14:38:27] [world_the_end] The Player <MrBlob2U> has died with 27 level(s) at X= -167, Y= -203, Z= 42 | caused by VOID | 
[2024-03-20 14:38:42] [world_the_end] The Player <MrBlob2U> has died with 27 level(s) at X= -167, Y= 107, Z= 54 | caused by VOID | 
[2024-03-20 14:38:42] [world] The Player <sharky> has died with 2 level(s) at X= -560, Y= 68, Z= 267 | caused by VOID | 
[2024-03-20 14:38:42] [world] The Player <Rip_Dogwater> has died with 53 level(s) at X= -587, Y= 67, Z= 283 | caused by VOID | 
[2024-03-20 14:38:42] [world] The Player <proman50> has died with 13 level(s) at X= -576, Y= 69, Z= 313 | caused by VOID | 
[2024-03-20 14:38:42] [world] The Player <GolemDaWanderer> has died with 10 level(s) at X= -565, Y= 68, Z= 331 | caused by VOID | 
[2024-03-20 14:38:42] [world] The Player <astronomy> has died with 11 level(s) at X= -670, Y= 72, Z= 325 | caused by VOID | 
[2024-03-20 14:38:42] [world] The Player <character> has died with 23 level(s) at X= -269, Y= 69, Z= -639 | caused by VOID | 
[2024-03-20 14:38:42] [world] The Player <Dave_TheCoolGuy> has died with 4 level(s) at X= -764, Y= 35, Z= 383 | caused by VOID | 
[2024-03-20 14:38:42] [world] The Player <qwerty> has died with 19 level(s) at X= -672, Y= 95, Z= -781 | caused by VOID | 
[2024-03-20 14:38:42] [world] The Player <Brycethelegend> has died with 19 level(s) at X= -1354, Y= 67, Z= -239 | caused by VOID | 
[2024-03-20 14:38:42] [world] The Player <Mudkips_Rule> has died with 26 level(s) at X= -1355, Y= 63, Z= -258 | caused by VOID | 
[2024-03-20 14:38:42] [world] The Player <Tester> has died with 17 level(s) at X= 9991, Y= 67, Z= -9996 | caused by VOID | 
[2024-03-20 14:39:51] [world_the_end] The Player <MrBlob2U> has died with 29 level(s) at X= -162, Y= -134, Z= 53 | caused by VOID | 
[2024-03-20 14:40:46] [world_the_end] The Player <MrBlob2U> has died with 29 level(s) at X= -163, Y= 102, Z= 49 | caused by VOID | 
[2024-03-20 14:40:46] [world_nether] The Player <astronomy> has died with 11 level(s) at X= -194, Y= 79, Z= 57 | caused by VOID | 
[2024-03-20 14:40:46] [world_the_end] The Player <Brycethelegend> has died with 19 level(s) at X= -16, Y= 58, Z= 31 | caused by VOID | 
[2024-03-20 14:40:46] [world] The Player <GolemDaWanderer> has died with 10 level(s) at X= -585, Y= 68, Z= 265 | caused by VOID | 
[2024-03-20 14:40:46] [world] The Player <Rip_Dogwater> has died with 53 level(s) at X= -600, Y= 68, Z= 295 | caused by VOID | 
[2024-03-20 14:40:46] [world] The Player <Tester> has died with 17 level(s) at X= -600, Y= 68, Z= 295 | caused by VOID | 
[2024-03-20 14:40:46] [world] The Player <sharky> has died with 2 level(s) at X= -603, Y= 68, Z= 296 | caused by VOID | 
[2024-03-20 14:40:46] [world] The Player <proman50> has died with 13 level(s) at X= -677, Y= 69, Z= 345 | caused by VOID | 
[2024-03-20 14:40:46] [world] The Player <character> has died with 23 level(s) at X= -269, Y= 71, Z= -639 | caused by VOID | 
[2024-03-20 14:40:46] [world] The Player <Dave_TheCoolGuy> has died with 4 level(s) at X= -795, Y= 27, Z= 374 | caused by VOID | 
[2024-03-20 14:40:46] [world] The Player <qwerty> has died with 19 level(s) at X= -640, Y= 71, Z= -875 | caused by VOID | 
[2024-03-20 14:40:46] [world] The Player <Mudkips_Rule> has died with 26 level(s) at X= -1263, Y= 72, Z= -212 | caused by VOID | 
[2024-03-20 14:42:28] [world_the_end] The Player <proman50> has died with 13 level(s) at X= 43, Y= 1, Z= 136 | caused by FALL | 
[2024-03-20 14:42:30] [world_the_end] The Player <MrBlob2U> has died with 29 level(s) at X= -168, Y= 57, Z= 37 | caused by FALL | 
[2024-03-20 14:43:30] [world_the_end] The Player <GolemDaWanderer> has died with 10 level(s) at X= -166, Y= 55, Z= 33 | caused by FALL | 
[2024-03-20 14:43:48] [world_the_end] The Player <MrBlob2U> has died with 29 level(s) at X= -168, Y= 57, Z= 39 | caused by FALL | 
[2024-03-20 14:44:07] [world] The Player <GolemDaWanderer> has died with 10 level(s) at X= -573, Y= 68, Z= 345 | caused by Player | Brycethelegend
[2024-03-20 14:44:55] [world_the_end] The Player <MrBlob2U> has died with 29 level(s) at X= -157, Y= -201, Z= 46 | caused by VOID | 
[2024-03-20 14:47:51] [world_the_end] The Player <Tester> has died with 18 level(s) at X= -167, Y= -198, Z= 44 | caused by VOID | 
[2024-03-20 14:49:19] [world_the_end] The Player <Tester> has died with 18 level(s) at X= -168, Y= -195, Z= 43 | caused by VOID | 
[2024-03-20 14:55:25] [world_the_end] The Player <hexa> has died with 15 level(s) at X= 43, Y= 57, Z= 92 | caused by ENTITY_ATTACK | 
[2024-03-20 14:59:19] [world_the_end] The Player <hexa> has died with 15 level(s) at X= 44, Y= 11, Z= 198 | caused by ENTITY_ATTACK | 
[2024-03-20 15:00:11] [world_the_end] The Player <hexa> has died with 15 level(s) at X= 54, Y= -89, Z= 202 | caused by VOID | 
[2024-03-20 15:02:33] [world_the_end] The Player <hexa> has died with 15 level(s) at X= 28, Y= 58, Z= 74 | caused by ENTITY_ATTACK | 
[2024-03-20 15:03:07] [world_the_end] The Player <Rip_Dogwater> has died with 41 level(s) at X= -27, Y= 33, Z= 96 | caused by ENTITY_ATTACK | 
[2024-03-20 15:03:30] [world_the_end] The Player <Rip_Dogwater> has died with 41 level(s) at X= -26, Y= -123, Z= 97 | caused by VOID | 
[2024-03-20 15:05:04] [world_the_end] The Player <hexa> has died with 16 level(s) at X= 11, Y= 59, Z= -4 | caused by ENTITY_ATTACK | 
[2024-03-20 15:09:16] [world_the_end] The Player <hexa> has died with 16 level(s) at X= 9, Y= 59, Z= 2 | caused by ENTITY_ATTACK | 
[2024-03-20 15:11:13] [world] The Player <Rip_Dogwater> has died with 41 level(s) at X= -10100, Y= 26, Z= 4145 | caused by FIRE_TICK | 
[2024-03-20 15:12:40] [world_the_end] The Player <NezukoChan> has died with 7 level(s) at X= 100, Y= -23, Z= -85 | caused by Player | NezukoChan
[2024-03-20 15:13:00] [world_the_end] The Player <NezukoChan> has died with 7 level(s) at X= 100, Y= -734, Z= -85 | caused by VOID | 
[2024-03-20 15:13:57] [world] The Player <hexa> has died with 17 level(s) at X= -2457, Y= 49, Z= 697 | caused by FALL | 
[2024-03-20 15:24:36] [world] The Player <hexa> has died with 17 level(s) at X= -2253, Y= 52, Z= 1021 | caused by FALL | 
[2024-03-20 15:26:11] [world] The Player <digbick> has died with 19 level(s) at X= -695, Y= 74, Z= 314 | caused by Player | sharky
[2024-03-20 15:27:07] [world] The Player <character> has died with 23 level(s) at X= -272, Y= 64, Z= -647 | caused by FALL | 
[2024-03-20 15:27:10] [world_the_end] The Player <MrBlob2U> has died with 29 level(s) at X= -169, Y= 57, Z= 39 | caused by FALL | 
[2024-03-20 15:27:59] [world] The Player <qwerty> has died with 21 level(s) at X= -656, Y= 71, Z= -783 | caused by FALL | 
[2024-03-20 15:29:14] [world] The Player <hexa> has died with 17 level(s) at X= -2284, Y= 11, Z= 1047 | caused by FIRE_TICK | 
[2024-03-20 15:36:58] [world_nether] The Player <MrBlob2U> has died with 29 level(s) at X= -59, Y= 31, Z= 23 | caused by LAVA | 
[2024-03-20 15:37:14] [world_nether] The Player <MrBlob2U> has died with 29 level(s) at X= -56, Y= 31, Z= 25 | caused by LAVA | 
[2024-03-20 15:37:30] [world_nether] The Player <MrBlob2U> has died with 29 level(s) at X= -53, Y= 31, Z= 28 | caused by FIRE | 
[2024-03-20 15:37:59] [world_nether] The Player <MrBlob2U> has died with 29 level(s) at X= -50, Y= 34, Z= 32 | caused by FIRE_TICK | 
[2024-03-20 15:41:45] [world_the_end] The Player <MrBlob2U> has died with 27 level(s) at X= -158, Y= -66, Z= 43 | caused by VOID | 
[2024-03-20 15:46:22] [world] The Player <NezukoChan> has died with 7 level(s) at X= -690, Y= 74, Z= 314 | caused by Player | digbick
[2024-03-20 15:47:53] [world] The Player <digbick> has died with 19 level(s) at X= -686, Y= 78, Z= 307 | caused by Player | NezukoChan
[2024-03-20 15:48:40] [world] The Player <digbick> has died with 19 level(s) at X= -672, Y= 72, Z= 320 | caused by Player | NezukoChan
[2024-03-20 15:49:31] [world] The Player <digbick> has died with 19 level(s) at X= -695, Y= 74, Z= 312 | caused by Player | NezukoChan
[2024-03-20 15:50:06] [world] The Player <digbick> has died with 19 level(s) at X= -694, Y= 74, Z= 314 | caused by Player | NezukoChan
[2024-03-20 15:53:59] [world] The Player <digbick> has died with 19 level(s) at X= -690, Y= 68, Z= 314 | caused by Player | NezukoChan
[2024-03-20 15:54:48] [world] The Player <digbick> has died with 19 level(s) at X= -690, Y= 68, Z= 314 | caused by Player | NezukoChan
[2024-03-20 15:55:54] [world] The Player <qwerty> has died with 21 level(s) at X= -10173, Y= 63, Z= 4115 | caused by Player | NezukoChan
[2024-03-20 15:56:03] [world] The Player <hexa> has died with 18 level(s) at X= -682, Y= 4, Z= 313 | caused by LAVA | 
[2024-03-20 15:56:09] [world] The Player <digbick> has died with 19 level(s) at X= -681, Y= 5, Z= 314 | caused by LAVA | 
[2024-03-20 15:57:47] [world] The Player <digbick> has died with 19 level(s) at X= -685, Y= 5, Z= 315 | caused by LAVA | 
[2024-03-20 15:58:13] [world] The Player <astronomy> has died with 12 level(s) at X= 1802, Y= 38, Z= 287 | caused by SUFFOCATION | 
[2024-03-20 15:58:42] [world] The Player <qwerty> has died with 21 level(s) at X= -10173, Y= 64, Z= 4121 | caused by Player | NezukoChan
[2024-03-20 16:00:18] [world] The Player <digbick> has died with 19 level(s) at X= -682, Y= 7, Z= 313 | caused by LAVA | 
[2024-03-20 16:00:33] [world] The Player <General_Rihan> has died with 18 level(s) at X= -10170, Y= 62, Z= 4103 | caused by Player | NezukoChan
[2024-03-20 16:00:49] [world] The Player <NezukoChan> has died with 7 level(s) at X= -10171, Y= 63, Z= 4107 | caused by Player | General_Rihan
[2024-03-20 16:01:24] [world] The Player <digbick> has died with 19 level(s) at X= -682, Y= 7, Z= 313 | caused by LAVA | 
[2024-03-20 16:01:48] [world] The Player <General_Rihan> has died with 18 level(s) at X= -10167, Y= 63, Z= 4113 | caused by Player | NezukoChan
[2024-03-20 16:01:52] [world] The Player <digbick> has died with 19 level(s) at X= -682, Y= 8, Z= 312 | caused by FIRE_TICK | 
[2024-03-20 16:02:01] [world] The Player <Brycethelegend> has died with 20 level(s) at X= -10030, Y= 66, Z= 4037 | caused by FIRE_TICK | 
[2024-03-20 16:02:36] [world] The Player <General_Rihan> has died with 18 level(s) at X= -10174, Y= 64, Z= 4121 | caused by Player | NezukoChan
[2024-03-20 16:04:43] [world_nether] The Player <Pog4lifepeople> has died with 16 level(s) at X= -57, Y= 30, Z= 22 | caused by LAVA | 
[2024-03-20 16:06:14] [world] The Player <astronomy> has died with 12 level(s) at X= 1804, Y= 37, Z= 290 | caused by Player | NezukoChan
[2024-03-20 16:06:52] [world] The Player <General_Rihan> has died with 18 level(s) at X= -10180, Y= 63, Z= 4114 | caused by Player | NezukoChan
[2024-03-20 16:06:59] [world_nether] The Player <Pog4lifepeople> has died with 17 level(s) at X= -110, Y= 26, Z= 156 | caused by FALL | 
[2024-03-20 16:07:13] [world_nether] The Player <Pog4lifepeople> has died with 17 level(s) at X= -110, Y= 25, Z= 156 | caused by LAVA | 
[2024-03-20 16:07:28] [world_nether] The Player <Pog4lifepeople> has died with 17 level(s) at X= -110, Y= 26, Z= 156 | caused by LAVA | 
[2024-03-20 16:08:12] [world_the_end] The Player <theproman3387> has died with 11 level(s) at X= 42, Y= 60, Z= 67 | caused by Player | Pog4lifepeople
[2024-03-20 16:08:15] [world] The Player <NezukoChan> has died with 7 level(s) at X= -10189, Y= 63, Z= 4101 | caused by ENTITY_EXPLOSION | 
[2024-03-20 16:12:49] [world_the_end] The Player <Pog4lifepeople> has died with 17 level(s) at X= 1, Y= -65, Z= -60 | caused by VOID | 
[2024-03-20 16:14:56] [world] The Player <Rip_Dogwater> has died with 41 level(s) at X= -1492, Y= 64, Z= -326 | caused by FALL | 
[2024-03-20 16:18:32] [world] The Player <hexa> has died with 18 level(s) at X= -2567, Y= 64, Z= 569 | caused by FALL | 
[2024-03-20 16:30:57] [world] The Player <A_Random_Person> has died with 26 level(s) at X= -548, Y= 88, Z= 256 | caused by Player | hexa
[2024-03-20 16:33:26] [world] The Player <A_Random_Person> has died with 26 level(s) at X= -1322, Y= 67, Z= -236 | caused by Player | Rip_Dogwater
[2024-03-20 16:33:46] [world] The Player <Rip_Dogwater> has died with 41 level(s) at X= -1352, Y= 67, Z= -229 | caused by Player | A_Random_Person
[2024-03-20 16:34:00] [world] The Player <A_Random_Person> has died with 26 level(s) at X= -1345, Y= 67, Z= -232 | caused by Player | Rip_Dogwater
[2024-03-20 16:34:27] [world] The Player <Rip_Dogwater> has died with 41 level(s) at X= -1373, Y= 67, Z= -233 | caused by Player | A_Random_Person
[2024-03-20 16:34:41] [world] The Player <A_Random_Person> has died with 26 level(s) at X= -1374, Y= 67, Z= -235 | caused by Player | Rip_Dogwater
[2024-03-20 16:35:06] [world] The Player <A_Random_Person> has died with 26 level(s) at X= -1351, Y= 65, Z= -223 | caused by Player | Rip_Dogwater
[2024-03-20 16:35:42] [world] The Player <Rip_Dogwater> has died with 41 level(s) at X= -1382, Y= 69, Z= -217 | caused by Player | A_Random_Person
[2024-03-20 16:35:55] [world] The Player <A_Random_Person> has died with 26 level(s) at X= -1386, Y= 69, Z= -220 | caused by Player | Rip_Dogwater
[2024-03-20 16:36:27] [world] The Player <A_Random_Person> has died with 26 level(s) at X= -1366, Y= 67, Z= -245 | caused by Player | Rip_Dogwater
[2024-03-20 16:36:39] [world] The Player <A_Random_Person> has died with 26 level(s) at X= -1374, Y= 67, Z= -248 | caused by Player | Rip_Dogwater
[2024-03-20 16:36:55] [world] The Player <A_Random_Person> has died with 26 level(s) at X= -1374, Y= 66, Z= -248 | caused by Player | Rip_Dogwater
[2024-03-20 16:53:14] [world] The Player <CharFake> has died with 0 level(s) at X= -580, Y= 69, Z= 315 | caused by Player | Tester
[2024-03-20 17:08:49] [world] The Player <Clownpierce> has died with 1 level(s) at X= -10130, Y= 20, Z= 4106 | caused by Player | ronaldo
[2024-03-20 17:11:09] [world] The Player <ronaldo> has died with 0 level(s) at X= -10125, Y= 16, Z= 4149 | caused by ENTITY_ATTACK | 
[2024-03-20 17:12:35] [world_the_end] The Player <ronaldo> has died with 0 level(s) at X= 54, Y= 62, Z= 26 | caused by ENTITY_ATTACK | 
[2024-03-20 17:14:21] [world_nether] The Player <ronaldo> has died with 0 level(s) at X= -84, Y= 77, Z= 20 | caused by ENTITY_ATTACK | 
[2024-03-20 17:19:54] [world] The Player <hola> has died with 0 level(s) at X= -10175, Y= 63, Z= 4113 | caused by Player | Clownpierce
